ad_id,reporting_start,reporting_end,campaign_id,fb_campaign_id,age,gender,interest1,interest2,interest3,impressions,clicks,spent,total_conversion,approved_conversion,CTR,CPC,Conversion_Rate
1121390,29-08-2017,29-08-2017,1178,144588,35-39,M,31,32,36,15513,1,1.289999962,1,0,0.006446206,1.289999962,100
1121391,20-08-2017,20-08-2017,1178,144589,35-39,M,32,33,33,382537,63,113.9900012,4,3,0.016468995,1.809365098,6.349206349
1121394,20-08-2017,20-08-2017,1178,144589,35-39,M,32,37,33,461356,64,121.0999982,6,3,0.013872151,1.892187472,9.375
1121395,23-08-2017,23-08-2017,1178,144589,35-39,M,32,38,34,392541,53,98.70000017,3,2,0.013501774,1.862264154,5.660377358
1121398,23-08-2017,23-08-2017,1178,144590,35-39,M,36,39,38,35088,5,8.800000072,1,1,0.014249886,1.760000014,20
1121400,23-08-2017,23-08-2017,1178,144590,35-39,M,36,38,41,53933,6,9.929999948,3,1,0.011124914,1.654999991,50
1121403,24-08-2017,24-08-2017,1178,144591,35-39,M,63,65,68,228861,33,53.38999939,4,2,0.014419233,1.617878769,12.12121212
1121405,24-08-2017,24-08-2017,1178,144591,35-39,M,63,66,69,20959,2,3.769999981,1,1,0.00954244,1.884999991,50
1121410,24-08-2017,24-08-2017,1178,144592,35-39,M,64,68,70,24992,2,3.190000057,1,0,0.008002561,1.595000029,50
1121411,24-08-2017,24-08-2017,1178,144592,35-39,M,64,70,65,100351,15,24.17999995,2,1,0.014947534,1.611999997,13.33333333
1121412,24-08-2017,24-08-2017,1178,144592,35-39,M,64,68,70,292448,43,76.89999968,2,1,0.014703469,1.788372086,4.651162791
1121413,23-08-2017,23-08-2017,1178,144592,35-39,M,64,67,69,65060,7,14.5200001,1,1,0.010759299,2.074285729,14.28571429
1121414,23-08-2017,23-08-2017,1178,144592,35-39,M,64,70,66,133316,21,36.17000055,2,0,0.015752048,1.722380979,9.523809524
1121415,23-08-2017,23-08-2017,1178,144593,35-39,M,65,66,71,113501,26,38.44000077,5,4,0.022907287,1.478461568,19.23076923
1121418,23-08-2017,23-08-2017,1178,144593,35-39,M,65,71,70,192810,41,61.92999995,4,3,0.021264457,1.510487804,9.756097561
1121421,21-08-2017,21-08-2017,1178,144594,35-39,M,2,8,6,233404,43,70.4100008,2,1,0.018422992,1.637441879,4.651162791
1121422,23-08-2017,23-08-2017,1178,144594,35-39,M,2,7,7,128843,24,37.5999999,2,0,0.018627322,1.566666663,8.333333333
1121423,23-08-2017,23-08-2017,1178,144594,35-39,M,2,5,7,63564,12,20.59000027,2,0,0.018878611,1.715833356,16.66666667
1121425,23-08-2017,23-08-2017,1178,144594,35-39,M,2,8,7,85970,14,24.78000021,1,1,0.01628475,1.770000015,7.142857143
1121428,23-08-2017,23-08-2017,1178,144595,35-39,M,7,9,13,131232,16,29.53999937,1,1,0.012192148,1.846249961,6.25
1121429,23-08-2017,23-08-2017,1178,144595,35-39,M,7,13,9,152454,22,37.84999979,1,1,0.014430582,1.720454536,4.545454545
1121430,23-08-2017,23-08-2017,1178,144595,35-39,M,7,10,9,28989,2,2.290000021,1,0,0.006899169,1.145000011,50
1121433,24-08-2017,24-08-2017,1178,144596,35-39,M,66,69,72,80248,15,24.1900003,1,1,0.018692055,1.612666687,6.666666667
1121437,24-08-2017,24-08-2017,1178,144596,35-39,M,66,68,68,38580,5,8.519999981,1,0,0.012960083,1.703999996,20
1121439,25-08-2017,25-08-2017,1178,144597,40-44,M,10,11,15,621591,91,163.36,5,1,0.014639852,1.795164835,5.494505495
1121440,25-08-2017,25-08-2017,1178,144597,40-44,M,10,15,11,250499,36,58.14000005,3,1,0.014371315,1.615000001,8.333333333
1121442,25-08-2017,25-08-2017,1178,144597,40-44,M,10,15,14,131637,18,29.30999982,2,1,0.013673967,1.628333323,11.11111111
1121443,25-08-2017,25-08-2017,1178,144597,40-44,M,10,12,15,463813,69,116.3399996,4,2,0.014876685,1.686086951,5.797101449
1121444,25-08-2017,25-08-2017,1178,144597,40-44,M,10,13,12,211767,35,60.89999914,5,1,0.016527599,1.739999975,14.28571429
1121446,25-08-2017,25-08-2017,1178,144598,40-44,M,15,17,17,163181,26,40.02000093,1,1,0.015933228,1.539230805,3.846153846
1121451,25-08-2017,25-08-2017,1178,144599,40-44,M,16,20,18,1117385,147,260.0699984,11,2,0.013155716,1.769183663,7.482993197
1121452,25-08-2017,25-08-2017,1178,144599,40-44,M,16,21,22,1663441,205,359.4700001,17,6,0.012323852,1.753512196,8.292682927
1121453,25-08-2017,25-08-2017,1178,144599,40-44,M,16,18,17,455248,54,105.7099996,5,2,0.011861667,1.957592585,9.259259259
1121454,25-08-2017,25-08-2017,1178,144599,40-44,M,16,22,20,75589,6,10.66000009,1,1,0.007937663,1.776666682,16.66666667
1121455,24-08-2017,24-08-2017,1178,144599,40-44,M,16,21,22,594267,82,143.3000009,3,2,0.013798511,1.747560987,3.658536585
1121456,24-08-2017,24-08-2017,1178,144599,40-44,M,16,22,22,315281,35,65.02999854,1,0,0.011101208,1.857999958,2.857142857
1121464,24-08-2017,24-08-2017,1178,144601,40-44,M,19,23,25,363456,71,117.5599997,7,1,0.019534689,1.655774644,9.85915493
1121466,24-08-2017,24-08-2017,1178,144601,40-44,M,19,23,25,438983,81,143.4300001,3,1,0.01845174,1.770740742,3.703703704
1121467,24-08-2017,24-08-2017,1178,144601,40-44,M,19,20,24,42563,5,9.659999847,1,1,0.011747292,1.931999969,20
1121469,25-08-2017,25-08-2017,1178,144602,40-44,M,20,26,21,399035,75,124.7999995,7,3,0.018795344,1.663999993,9.333333333
1121471,24-08-2017,24-08-2017,1178,144602,40-44,M,20,21,26,304680,59,98.55000019,3,0,0.019364579,1.670338986,5.084745763
1121472,24-08-2017,24-08-2017,1178,144602,40-44,M,20,21,25,140596,23,40.77000022,1,0,0.016358929,1.772608705,4.347826087
1121473,24-08-2017,24-08-2017,1178,144602,40-44,M,20,25,22,439986,80,134.8799999,4,3,0.018182397,1.685999999,5
1121474,21-08-2017,21-08-2017,1178,144602,40-44,M,20,26,26,75803,11,19.3599999,2,2,0.014511299,1.759999991,18.18181818
1121477,21-08-2017,21-08-2017,1178,144603,40-44,M,21,27,22,7073,0,0,1,0,0,0,0
1121481,19-08-2017,19-08-2017,1178,144604,40-44,M,22,27,25,153586,28,43.01000035,2,0,0.018230828,1.536071441,7.142857143
1121482,19-08-2017,19-08-2017,1178,144604,40-44,M,22,24,24,180815,31,42.62999976,1,0,0.017144595,1.375161283,3.225806452
1121483,19-08-2017,19-08-2017,1178,144604,40-44,M,22,26,23,253169,51,75.78999984,1,0,0.020144646,1.486078428,1.960784314
1121484,19-08-2017,19-08-2017,1178,144604,40-44,M,22,28,27,34453,5,7.710000038,1,1,0.014512524,1.542000008,20
1121487,19-08-2017,19-08-2017,1178,144605,40-44,M,23,25,26,51550,8,14.03999984,1,0,0.015518914,1.75499998,12.5
1121489,19-08-2017,19-08-2017,1178,144605,40-44,M,23,28,24,110018,24,39.85999966,1,0,0.021814612,1.660833319,4.166666667
1121493,19-08-2017,19-08-2017,1178,144606,40-44,M,24,28,30,137584,21,36.77999961,1,0,0.015263403,1.751428553,4.761904762
1121497,19-08-2017,19-08-2017,1178,144606,40-44,M,24,25,27,209825,30,54.86999953,1,0,0.014297629,1.828999984,3.333333333
1121499,19-08-2017,19-08-2017,1178,144607,40-44,M,25,27,31,264222,63,87.7899996,1,1,0.023843586,1.393492057,1.587301587
1121510,19-08-2017,19-08-2017,1178,144608,40-44,M,26,30,31,31202,5,6.730000019,1,0,0.016024614,1.346000004,20
1121511,18-08-2017,18-08-2017,1178,144609,40-44,M,27,29,32,252991,49,76.83999932,3,0,0.019368278,1.568163251,6.12244898
1121514,18-08-2017,18-08-2017,1178,144609,40-44,M,27,31,30,56265,9,15.53999972,1,0,0.015995734,1.726666636,11.11111111
1121523,18-08-2017,18-08-2017,1178,144611,40-44,M,29,32,34,76923,11,17.67000008,2,2,0.014300014,1.606363644,18.18181818
1121524,18-08-2017,18-08-2017,1178,144611,40-44,M,29,30,35,209332,30,49.60000014,3,1,0.014331301,1.653333338,10
1121525,18-08-2017,18-08-2017,1178,144611,40-44,M,29,32,33,214094,31,53.26999903,1,0,0.014479621,1.718387065,3.225806452
1121526,19-08-2017,19-08-2017,1178,144611,40-44,M,29,35,32,526209,85,126.9299996,3,2,0.016153278,1.493294113,3.529411765
1121527,19-08-2017,19-08-2017,1178,144611,40-44,M,29,35,35,741143,120,179.620001,4,1,0.016191207,1.496833342,3.333333333
1121528,19-08-2017,19-08-2017,1178,144611,40-44,M,29,33,31,172827,25,38.42000043,2,0,0.014465332,1.536800017,8
1121530,19-08-2017,19-08-2017,1178,144612,40-44,M,30,36,33,188873,38,58.5999999,1,1,0.020119339,1.542105261,2.631578947
1121532,19-08-2017,19-08-2017,1178,144612,40-44,M,30,35,32,123126,25,39.72999978,2,1,0.020304404,1.589199991,8
1121535,20-08-2017,20-08-2017,1178,144613,40-44,M,31,33,32,77794,14,19.11000001,1,1,0.017996246,1.365000001,7.142857143
1121541,21-08-2017,21-08-2017,1178,144614,40-44,M,32,33,37,56630,9,15.81000018,1,1,0.015892636,1.756666687,11.11111111
1121544,21-08-2017,21-08-2017,1178,144614,40-44,M,32,33,36,400844,85,140.9700022,4,2,0.021205257,1.658470614,4.705882353
1121545,20-08-2017,20-08-2017,1178,144614,40-44,M,32,33,35,208572,36,60.76000023,2,1,0.017260227,1.687777784,5.555555556
1121548,21-08-2017,21-08-2017,1178,144615,40-44,M,36,38,37,59004,8,13.51000011,1,0,0.013558403,1.688750014,12.5
1121551,21-08-2017,21-08-2017,1178,144615,40-44,M,36,40,39,196253,32,55.10000002,1,0,0.016305483,1.721875001,3.125
1121554,21-08-2017,21-08-2017,1178,144616,40-44,M,63,64,66,51858,8,12.63000011,1,1,0.015426742,1.578750014,12.5
1121557,21-08-2017,21-08-2017,1178,144616,40-44,M,63,68,64,280764,49,81.36000025,2,1,0.01745238,1.660408168,4.081632653
1121561,21-08-2017,21-08-2017,1178,144617,40-44,M,64,69,70,63660,11,16.47000003,1,1,0.017279296,1.49727273,9.090909091
1121562,20-08-2017,20-08-2017,1178,144617,40-44,M,64,65,67,109289,19,31.02999997,1,0,0.017385098,1.633157893,5.263157895
1121568,20-08-2017,20-08-2017,1178,144618,40-44,M,65,70,70,188440,40,60.72999966,2,1,0.021226916,1.518249991,5
1121571,20-08-2017,20-08-2017,1178,144619,40-44,M,2,3,5,212496,44,74.83000135,2,1,0.020706272,1.700681849,4.545454545
1121572,20-08-2017,20-08-2017,1178,144619,40-44,M,2,6,3,32574,5,7.480000019,1,0,0.015349665,1.496000004,20
1121575,20-08-2017,20-08-2017,1178,144619,40-44,M,2,4,5,128595,23,36.4800005,1,1,0.01788561,1.586086978,4.347826087
1121577,20-08-2017,20-08-2017,1178,144620,40-44,M,7,9,11,242234,48,68.06000054,2,0,0.01981555,1.417916678,4.166666667
1121584,20-08-2017,20-08-2017,1178,144621,40-44,M,66,67,67,33154,5,7.879999995,1,1,0.015081137,1.575999999,20
1121585,20-08-2017,20-08-2017,1178,144621,40-44,M,66,72,68,9773,1,1.460000038,1,0,0.010232273,1.460000038,100
1121589,20-08-2017,20-08-2017,1178,144622,45-49,M,10,16,11,464036,77,123.5500004,3,1,0.01659354,1.60454546,3.896103896
1121590,20-08-2017,20-08-2017,1178,144622,45-49,M,10,16,15,478480,75,135.7500012,3,1,0.015674636,1.810000016,4
1121592,20-08-2017,20-08-2017,1178,144622,45-49,M,10,14,11,428812,66,116.8800001,4,2,0.01539136,1.770909092,6.060606061
1121593,26-08-2017,26-08-2017,1178,144622,45-49,M,10,16,16,1177535,221,365.6600009,15,3,0.01876802,1.65457014,6.787330317
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
